Treating.Clinician,Hospital,total,target,percentage,hospital_each_average,hospital_all_average,order
90144443,MMC- Clayton,20,0,0,0.05,0.03,Adrenaline
90144606,Casey,1,0,0,0,0.03,Adrenaline
90144607,MMC- Clayton,3,0,0,0.05,0.03,Adrenaline
90144627,Dandenong,5,0,0,0,0.03,Adrenaline
90144629,Casey,28,0,0,0,0.03,Adrenaline
90144646,Casey,8,0,0,0,0.03,Adrenaline
90144736,MMC- Clayton,13,0,0,0.05,0.03,Adrenaline
90144754,Dandenong,1,0,0,0,0.03,Adrenaline
90144787,MMC- Clayton,5,0,0,0.05,0.03,Adrenaline
90144872,Casey,30,0,0,0,0.03,Adrenaline
90144878,MMC- Clayton,5,0,0,0.05,0.03,Adrenaline
90144901,MMC- Clayton,13,0,0,0.05,0.03,Adrenaline
90144911,MMC- Clayton,5,0,0,0.05,0.03,Adrenaline
90144933,Casey,7,0,0,0,0.03,Adrenaline
90144951,Casey,7,0,0,0,0.03,Adrenaline
90145024,MMC- Clayton,2,0,0,0.05,0.03,Adrenaline
90145085,MMC- Clayton,12,0,0,0.05,0.03,Adrenaline
90145086,MMC- Clayton,30,0,0,0.05,0.03,Adrenaline
90145198,Dandenong,1,0,0,0,0.03,Adrenaline
90145218,MMC- Clayton,6,0,0,0.05,0.03,Adrenaline
90145257,MMC- Clayton,6,0,0,0.05,0.03,Adrenaline
90145261,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90145292,Casey,1,0,0,0,0.03,Adrenaline
90145292,MMC- Clayton,6,0,0,0.05,0.03,Adrenaline
90145296,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90145323,Casey,2,0,0,0,0.03,Adrenaline
90145385,Casey,5,0,0,0,0.03,Adrenaline
90145390,MMC- Clayton,16,0,0,0.05,0.03,Adrenaline
90145408,Casey,3,0,0,0,0.03,Adrenaline
90145408,MMC- Clayton,10,0,0,0.05,0.03,Adrenaline
90145457,Dandenong,1,0,0,0,0.03,Adrenaline
90145469,Dandenong,5,0,0,0,0.03,Adrenaline
90145507,Casey,1,0,0,0,0.03,Adrenaline
90145525,Casey,5,0,0,0,0.03,Adrenaline
90145549,MMC- Clayton,4,0,0,0.05,0.03,Adrenaline
90145738,MMC- Clayton,12,0,0,0.05,0.03,Adrenaline
90145741,Casey,5,0,0,0,0.03,Adrenaline
90145754,MMC- Clayton,6,0,0,0.05,0.03,Adrenaline
90145901,Casey,31,0,0,0,0.03,Adrenaline
90145901,MMC- Clayton,37,0,0,0.05,0.03,Adrenaline
90146246,Casey,2,0,0,0,0.03,Adrenaline
90146286,Dandenong,1,0,0,0,0.03,Adrenaline
90146286,MMC- Clayton,18,0,0,0.05,0.03,Adrenaline
90148355,Casey,5,0,0,0,0.03,Adrenaline
90148355,MMC- Clayton,2,0,0,0.05,0.03,Adrenaline
90148374,Dandenong,1,0,0,0,0.03,Adrenaline
90148809,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90149605,MMC- Clayton,9,0,0,0.05,0.03,Adrenaline
90150180,MMC- Clayton,4,0,0,0.05,0.03,Adrenaline
90152266,Casey,2,0,0,0,0.03,Adrenaline
90152983,Casey,1,0,0,0,0.03,Adrenaline
90153189,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90153195,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90153760,Casey,6,0,0,0,0.03,Adrenaline
90154175,Casey,6,0,0,0,0.03,Adrenaline
90154175,MMC- Clayton,13,0,0,0.05,0.03,Adrenaline
90154371,Dandenong,5,0,0,0,0.03,Adrenaline
90154449,Casey,2,0,0,0,0.03,Adrenaline
90155188,MMC- Clayton,12,0,0,0.05,0.03,Adrenaline
90155200,MMC- Clayton,20,0,0,0.05,0.03,Adrenaline
90156769,Dandenong,1,0,0,0,0.03,Adrenaline
90157612,MMC- Clayton,19,0,0,0.05,0.03,Adrenaline
90159236,MMC- Clayton,4,0,0,0.05,0.03,Adrenaline
90160332,MMC- Clayton,2,0,0,0.05,0.03,Adrenaline
90160353,Casey,2,0,0,0,0.03,Adrenaline
90160501,MMC- Clayton,4,0,0,0.05,0.03,Adrenaline
90160513,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90160621,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90160622,Casey,1,0,0,0,0.03,Adrenaline
90160636,MMC- Clayton,2,0,0,0.05,0.03,Adrenaline
90160647,Dandenong,1,0,0,0,0.03,Adrenaline
90160650,Dandenong,3,0,0,0,0.03,Adrenaline
90160655,Casey,1,0,0,0,0.03,Adrenaline
90160699,MMC- Clayton,3,0,0,0.05,0.03,Adrenaline
90160968,Dandenong,1,0,0,0,0.03,Adrenaline
90161039,MMC- Clayton,21,0,0,0.05,0.03,Adrenaline
90161091,MMC- Clayton,17,0,0,0.05,0.03,Adrenaline
90161096,Casey,4,0,0,0,0.03,Adrenaline
90161173,Casey,2,0,0,0,0.03,Adrenaline
90161185,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90161376,MMC- Clayton,1,0,0,0.05,0.03,Adrenaline
90161873,MMC- Clayton,19,0,0,0.05,0.03,Adrenaline
90161944,Casey,4,0,0,0,0.03,Adrenaline
90162065,Casey,17,0,0,0,0.03,Adrenaline
90162077,MMC- Clayton,11,0,0,0.05,0.03,Adrenaline
90162078,MMC- Clayton,13,0,0,0.05,0.03,Adrenaline
90162079,MMC- Clayton,31,0,0,0.05,0.03,Adrenaline
90162080,MMC- Clayton,5,0,0,0.05,0.03,Adrenaline
90162081,MMC- Clayton,41,0,0,0.05,0.03,Adrenaline
90162082,Casey,8,0,0,0,0.03,Adrenaline
90162082,MMC- Clayton,9,0,0,0.05,0.03,Adrenaline
90162251,MMC- Clayton,33,0,0,0.05,0.03,Adrenaline
90162252,MMC- Clayton,27,0,0,0.05,0.03,Adrenaline
90162330,MMC- Clayton,14,0,0,0.05,0.03,Adrenaline
90162599,MMC- Clayton,37,0,0,0.05,0.03,Adrenaline
90162759,MMC- Clayton,20,0,0,0.05,0.03,Adrenaline
90162770,Casey,7,0,0,0,0.03,Adrenaline
90162772,Dandenong,1,0,0,0,0.03,Adrenaline
90162832,Casey,1,0,0,0,0.03,Adrenaline
90162880,Casey,4,0,0,0,0.03,Adrenaline
90162896,MMC- Clayton,13,0,0,0.05,0.03,Adrenaline
90162925,Casey,17,0,0,0,0.03,Adrenaline
90162953,Casey,2,0,0,0,0.03,Adrenaline
90163243,Casey,4,0,0,0,0.03,Adrenaline
90164074,Casey,1,0,0,0,0.03,Adrenaline
90164142,Dandenong,2,0,0,0,0.03,Adrenaline
90164194,Casey,1,0,0,0,0.03,Adrenaline
90164305,Casey,8,0,0,0,0.03,Adrenaline
90165262,MMC- Clayton,16,0,0,0.05,0.03,Adrenaline
90165844,Dandenong,2,0,0,0,0.03,Adrenaline
90166103,MMC- Clayton,7,0,0,0.05,0.03,Adrenaline
90166170,MMC- Clayton,13,0,0,0.05,0.03,Adrenaline
90166333,MMC- Clayton,2,0,0,0.05,0.03,Adrenaline
90166347,MMC- Clayton,2,0,0,0.05,0.03,Adrenaline
90000541,Casey,3,0,0,6.07,7.96,Blood Test
90000541,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90000926,Casey,3,0,0,6.07,7.96,Blood Test
90000999,Casey,1,0,0,6.07,7.96,Blood Test
90001224,MMC- Clayton,28,0,0,9.21,7.96,Blood Test
90001660,Casey,2,0,0,6.07,7.96,Blood Test
90002178,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90002772,Dandenong,6,0,0,6.52,7.96,Blood Test
90002776,Casey,7,3,42,6.07,7.96,Blood Test
90002776,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90003149,Casey,2,0,0,6.07,7.96,Blood Test
90003195,Casey,2,0,0,6.07,7.96,Blood Test
90003244,Casey,4,3,75,6.07,7.96,Blood Test
90003263,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90003309,Casey,1,0,0,6.07,7.96,Blood Test
90003338,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90003440,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90003645,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90003721,MMC- Clayton,4,2,50,9.21,7.96,Blood Test
90003723,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90003827,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90003932,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90003943,Dandenong,2,0,0,6.52,7.96,Blood Test
90004008,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90004171,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90004178,Casey,1,0,0,6.07,7.96,Blood Test
90004253,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90004289,Dandenong,1,0,0,6.52,7.96,Blood Test
90004510,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90004628,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90004908,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90005005,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90005028,Casey,1,0,0,6.07,7.96,Blood Test
90005035,Dandenong,2,0,0,6.52,7.96,Blood Test
90005109,Casey,5,0,0,6.07,7.96,Blood Test
90005353,Casey,1,0,0,6.07,7.96,Blood Test
90005369,Casey,7,4,57,6.07,7.96,Blood Test
90005703,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90006510,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90007275,Casey,4,0,0,6.07,7.96,Blood Test
90007275,Dandenong,9,0,0,6.52,7.96,Blood Test
90007788,Casey,1,0,0,6.07,7.96,Blood Test
90008018,Casey,9,0,0,6.07,7.96,Blood Test
90008396,MMC- Clayton,10,0,0,9.21,7.96,Blood Test
90008672,Dandenong,8,2,25,6.52,7.96,Blood Test
90009738,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90010158,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90010636,MMC- Clayton,22,0,0,9.21,7.96,Blood Test
90010720,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90011578,Casey,15,0,0,6.07,7.96,Blood Test
90013598,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90013837,MMC- Clayton,28,3,10,9.21,7.96,Blood Test
90013900,Casey,5,0,0,6.07,7.96,Blood Test
90013900,Dandenong,1,0,0,6.52,7.96,Blood Test
90014727,Casey,2,0,0,6.07,7.96,Blood Test
90014902,MMC- Clayton,20,0,0,9.21,7.96,Blood Test
90015608,Casey,1,0,0,6.07,7.96,Blood Test
90015608,Dandenong,6,0,0,6.52,7.96,Blood Test
90015608,MMC- Clayton,20,0,0,9.21,7.96,Blood Test
90015746,Dandenong,1,0,0,6.52,7.96,Blood Test
90015901,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90016143,Dandenong,1,0,0,6.52,7.96,Blood Test
90018068,Casey,5,0,0,6.07,7.96,Blood Test
90018068,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90018863,Casey,13,3,23,6.07,7.96,Blood Test
90018863,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90019764,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90020817,Dandenong,8,0,0,6.52,7.96,Blood Test
90020817,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90021003,Dandenong,4,0,0,6.52,7.96,Blood Test
90022682,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90023171,MMC- Clayton,19,7,36,9.21,7.96,Blood Test
90024040,MMC- Clayton,14,2,14,9.21,7.96,Blood Test
90024223,Casey,4,0,0,6.07,7.96,Blood Test
90024223,Dandenong,1,0,0,6.52,7.96,Blood Test
90024223,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90024320,MMC- Clayton,15,2,13,9.21,7.96,Blood Test
90024716,Casey,1,0,0,6.07,7.96,Blood Test
90025727,Dandenong,3,0,0,6.52,7.96,Blood Test
90026166,MMC- Clayton,38,6,15,9.21,7.96,Blood Test
90027194,Casey,1,0,0,6.07,7.96,Blood Test
90028087,Casey,1,0,0,6.07,7.96,Blood Test
90028254,Dandenong,6,3,50,6.52,7.96,Blood Test
90028254,MMC- Clayton,21,3,14,9.21,7.96,Blood Test
90029255,Casey,1,0,0,6.07,7.96,Blood Test
90029255,Dandenong,7,0,0,6.52,7.96,Blood Test
90029388,Dandenong,3,0,0,6.52,7.96,Blood Test
90030535,MMC- Clayton,12,0,0,9.21,7.96,Blood Test
90031199,Casey,3,0,0,6.07,7.96,Blood Test
90031311,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90031341,MMC- Clayton,4,3,75,9.21,7.96,Blood Test
90032676,Casey,6,0,0,6.07,7.96,Blood Test
90032705,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90032929,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90033661,Casey,3,0,0,6.07,7.96,Blood Test
90033661,Dandenong,4,0,0,6.52,7.96,Blood Test
90033661,MMC- Clayton,15,5,33,9.21,7.96,Blood Test
90033774,Dandenong,3,0,0,6.52,7.96,Blood Test
90033774,MMC- Clayton,26,7,26,9.21,7.96,Blood Test
90033803,MMC- Clayton,9,0,0,9.21,7.96,Blood Test
90034135,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90034329,Dandenong,2,0,0,6.52,7.96,Blood Test
90034785,Casey,7,0,0,6.07,7.96,Blood Test
90034958,Casey,1,0,0,6.07,7.96,Blood Test
90035140,Casey,1,0,0,6.07,7.96,Blood Test
90035880,Dandenong,1,0,0,6.52,7.96,Blood Test
90036519,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90037802,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90037850,Dandenong,2,0,0,6.52,7.96,Blood Test
90038386,Casey,5,0,0,6.07,7.96,Blood Test
90039000,Casey,7,0,0,6.07,7.96,Blood Test
90039000,Dandenong,2,0,0,6.52,7.96,Blood Test
90039551,Casey,9,0,0,6.07,7.96,Blood Test
90039551,Dandenong,1,0,0,6.52,7.96,Blood Test
90039776,Casey,2,0,0,6.07,7.96,Blood Test
90040184,Dandenong,1,0,0,6.52,7.96,Blood Test
90040371,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90040773,Dandenong,4,1,25,6.52,7.96,Blood Test
90040881,Casey,6,0,0,6.07,7.96,Blood Test
90041374,Casey,1,0,0,6.07,7.96,Blood Test
90043227,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90043338,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90043759,Casey,6,0,0,6.07,7.96,Blood Test
90043890,Dandenong,1,0,0,6.52,7.96,Blood Test
90044135,Casey,14,0,0,6.07,7.96,Blood Test
90044868,Casey,8,0,0,6.07,7.96,Blood Test
90044868,Dandenong,2,0,0,6.52,7.96,Blood Test
90045378,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90046308,Casey,10,0,0,6.07,7.96,Blood Test
90046416,Casey,9,0,0,6.07,7.96,Blood Test
90047010,Dandenong,1,0,0,6.52,7.96,Blood Test
90047064,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90047604,Casey,2,0,0,6.07,7.96,Blood Test
90047937,Dandenong,1,0,0,6.52,7.96,Blood Test
90048709,Casey,4,0,0,6.07,7.96,Blood Test
90048747,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90049188,Dandenong,8,0,0,6.52,7.96,Blood Test
90051139,Dandenong,9,4,44,6.52,7.96,Blood Test
90051548,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90052261,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90052270,MMC- Clayton,15,4,26,9.21,7.96,Blood Test
90052753,Casey,2,0,0,6.07,7.96,Blood Test
90052916,Dandenong,9,0,0,6.52,7.96,Blood Test
90052916,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90053104,Dandenong,3,0,0,6.52,7.96,Blood Test
90053409,Casey,9,0,0,6.07,7.96,Blood Test
90053418,Casey,1,0,0,6.07,7.96,Blood Test
90053418,Dandenong,1,0,0,6.52,7.96,Blood Test
90053715,Casey,8,0,0,6.07,7.96,Blood Test
90053753,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90054690,Casey,6,0,0,6.07,7.96,Blood Test
90054690,Dandenong,5,2,40,6.52,7.96,Blood Test
90055388,Casey,4,0,0,6.07,7.96,Blood Test
90055388,Dandenong,2,0,0,6.52,7.96,Blood Test
90056255,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90056621,Casey,4,0,0,6.07,7.96,Blood Test
90056621,Dandenong,5,0,0,6.52,7.96,Blood Test
90056792,Casey,6,0,0,6.07,7.96,Blood Test
90057408,Dandenong,5,0,0,6.52,7.96,Blood Test
90057415,Casey,3,0,0,6.07,7.96,Blood Test
90057415,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90057890,Dandenong,1,0,0,6.52,7.96,Blood Test
90058180,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90058333,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90058786,Dandenong,1,0,0,6.52,7.96,Blood Test
90059584,Casey,1,0,0,6.07,7.96,Blood Test
90059584,Dandenong,3,0,0,6.52,7.96,Blood Test
90059584,MMC- Clayton,20,7,35,9.21,7.96,Blood Test
90059876,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90060546,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90060746,Casey,4,0,0,6.07,7.96,Blood Test
90060945,Casey,1,0,0,6.07,7.96,Blood Test
90060945,Dandenong,6,4,66,6.52,7.96,Blood Test
90060950,Dandenong,1,0,0,6.52,7.96,Blood Test
90060950,MMC- Clayton,7,0,0,9.21,7.96,Blood Test
90061220,Casey,5,0,0,6.07,7.96,Blood Test
90061220,MMC- Clayton,7,0,0,9.21,7.96,Blood Test
90062205,MMC- Clayton,38,1,2,9.21,7.96,Blood Test
90063200,Casey,8,0,0,6.07,7.96,Blood Test
90064512,Casey,10,0,0,6.07,7.96,Blood Test
90066524,MMC- Clayton,18,2,11,9.21,7.96,Blood Test
90068267,Dandenong,12,0,0,6.52,7.96,Blood Test
90068451,Dandenong,4,0,0,6.52,7.96,Blood Test
90069969,Casey,4,0,0,6.07,7.96,Blood Test
90070093,MMC- Clayton,21,0,0,9.21,7.96,Blood Test
90070899,Casey,1,0,0,6.07,7.96,Blood Test
90071350,Dandenong,3,0,0,6.52,7.96,Blood Test
90071662,Casey,9,0,0,6.07,7.96,Blood Test
90071914,Casey,4,0,0,6.07,7.96,Blood Test
90072373,Dandenong,3,0,0,6.52,7.96,Blood Test
90072373,MMC- Clayton,10,0,0,9.21,7.96,Blood Test
90074347,Casey,5,0,0,6.07,7.96,Blood Test
90074642,Dandenong,1,0,0,6.52,7.96,Blood Test
90074642,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90074963,Casey,4,0,0,6.07,7.96,Blood Test
90075008,MMC- Clayton,22,5,22,9.21,7.96,Blood Test
90075334,MMC- Clayton,13,0,0,9.21,7.96,Blood Test
90075767,Casey,4,0,0,6.07,7.96,Blood Test
90075767,Dandenong,3,1,33,6.52,7.96,Blood Test
90075796,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90076316,Casey,3,0,0,6.07,7.96,Blood Test
90076316,Dandenong,3,0,0,6.52,7.96,Blood Test
90076693,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90076797,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90077401,MMC- Clayton,18,0,0,9.21,7.96,Blood Test
90077628,Casey,12,0,0,6.07,7.96,Blood Test
90077920,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90078071,MMC- Clayton,14,3,21,9.21,7.96,Blood Test
90078140,Casey,4,0,0,6.07,7.96,Blood Test
90078263,Casey,7,0,0,6.07,7.96,Blood Test
90078705,MMC- Clayton,21,0,0,9.21,7.96,Blood Test
90078787,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90078814,Casey,2,0,0,6.07,7.96,Blood Test
90078814,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90079400,Casey,1,0,0,6.07,7.96,Blood Test
90079546,MMC- Clayton,15,4,26,9.21,7.96,Blood Test
90080314,Dandenong,2,0,0,6.52,7.96,Blood Test
90080314,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90080745,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90081325,MMC- Clayton,32,4,12,9.21,7.96,Blood Test
90081556,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90081588,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90081957,Dandenong,1,0,0,6.52,7.96,Blood Test
90081957,MMC- Clayton,14,0,0,9.21,7.96,Blood Test
90082317,Dandenong,4,0,0,6.52,7.96,Blood Test
90082317,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90082515,Casey,15,0,0,6.07,7.96,Blood Test
90082515,Dandenong,3,0,0,6.52,7.96,Blood Test
90082524,Casey,2,0,0,6.07,7.96,Blood Test
90082606,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90082724,Casey,15,2,13,6.07,7.96,Blood Test
90083027,Casey,7,0,0,6.07,7.96,Blood Test
90083027,MMC- Clayton,11,0,0,9.21,7.96,Blood Test
90083180,Casey,7,0,0,6.07,7.96,Blood Test
90083180,Dandenong,4,0,0,6.52,7.96,Blood Test
90083199,Dandenong,4,0,0,6.52,7.96,Blood Test
90083266,MMC- Clayton,29,3,10,9.21,7.96,Blood Test
90085012,Casey,4,0,0,6.07,7.96,Blood Test
90085012,Dandenong,1,0,0,6.52,7.96,Blood Test
90085043,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90085693,Casey,1,0,0,6.07,7.96,Blood Test
90085715,Casey,5,0,0,6.07,7.96,Blood Test
90085898,MMC- Clayton,11,0,0,9.21,7.96,Blood Test
90086088,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90086136,Casey,24,4,16,6.07,7.96,Blood Test
90086232,MMC- Clayton,3,0,0,9.21,7.96,Blood Test
90086511,Casey,14,0,0,6.07,7.96,Blood Test
90088199,Casey,7,0,0,6.07,7.96,Blood Test
90088199,Dandenong,4,0,0,6.52,7.96,Blood Test
90089123,Casey,10,0,0,6.07,7.96,Blood Test
90089947,Casey,8,0,0,6.07,7.96,Blood Test
90089975,Casey,7,0,0,6.07,7.96,Blood Test
90090296,Dandenong,5,0,0,6.52,7.96,Blood Test
90090681,Casey,8,4,50,6.07,7.96,Blood Test
90091034,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90093120,MMC- Clayton,7,0,0,9.21,7.96,Blood Test
90093190,Casey,1,0,0,6.07,7.96,Blood Test
90093190,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90093516,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90094007,Casey,3,0,0,6.07,7.96,Blood Test
90094126,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90094427,MMC- Clayton,15,0,0,9.21,7.96,Blood Test
90094829,Casey,2,0,0,6.07,7.96,Blood Test
90095252,Casey,5,0,0,6.07,7.96,Blood Test
90096616,MMC- Clayton,8,0,0,9.21,7.96,Blood Test
90096638,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90097823,Casey,5,3,60,6.07,7.96,Blood Test
90097823,Dandenong,7,0,0,6.52,7.96,Blood Test
90097823,MMC- Clayton,4,0,0,9.21,7.96,Blood Test
90098181,MMC- Clayton,17,4,23,9.21,7.96,Blood Test
90098405,Casey,5,0,0,6.07,7.96,Blood Test
90098744,MMC- Clayton,23,0,0,9.21,7.96,Blood Test
90098753,Casey,7,0,0,6.07,7.96,Blood Test
90098792,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90099597,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90099752,Dandenong,6,0,0,6.52,7.96,Blood Test
90099752,MMC- Clayton,12,0,0,9.21,7.96,Blood Test
90100013,Casey,9,0,0,6.07,7.96,Blood Test
90100582,Dandenong,7,0,0,6.52,7.96,Blood Test
90100582,MMC- Clayton,6,0,0,9.21,7.96,Blood Test
90101121,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90101122,MMC- Clayton,5,0,0,9.21,7.96,Blood Test
90101219,Dandenong,2,0,0,6.52,7.96,Blood Test
90101274,Casey,24,2,8,6.07,7.96,Blood Test
90101274,MMC- Clayton,33,4,12,9.21,7.96,Blood Test
90102876,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90102895,Casey,1,0,0,6.07,7.96,Blood Test
90102895,Dandenong,5,0,0,6.52,7.96,Blood Test
90103211,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90103318,Casey,23,0,0,6.07,7.96,Blood Test
90104011,Casey,8,0,0,6.07,7.96,Blood Test
90104011,Dandenong,5,0,0,6.52,7.96,Blood Test
90104797,Casey,5,3,60,6.07,7.96,Blood Test
90104880,Dandenong,3,3,100,6.52,7.96,Blood Test
90104983,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90105952,Casey,3,0,0,6.07,7.96,Blood Test
90107017,Dandenong,3,0,0,6.52,7.96,Blood Test
90107514,MMC- Clayton,18,0,0,9.21,7.96,Blood Test
90107765,Dandenong,7,0,0,6.52,7.96,Blood Test
90108333,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90109083,Dandenong,2,0,0,6.52,7.96,Blood Test
90109179,Casey,2,0,0,6.07,7.96,Blood Test
90109179,Dandenong,1,0,0,6.52,7.96,Blood Test
90109179,MMC- Clayton,6,3,50,9.21,7.96,Blood Test
90109536,Casey,3,0,0,6.07,7.96,Blood Test
90110663,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90111201,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90111234,Casey,1,0,0,6.07,7.96,Blood Test
90111258,Casey,1,0,0,6.07,7.96,Blood Test
90111262,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90111265,Casey,1,0,0,6.07,7.96,Blood Test
90111526,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90112083,Casey,3,0,0,6.07,7.96,Blood Test
90112361,Dandenong,2,0,0,6.52,7.96,Blood Test
90112578,Dandenong,3,0,0,6.52,7.96,Blood Test
90113108,Dandenong,3,0,0,6.52,7.96,Blood Test
90113108,MMC- Clayton,2,0,0,9.21,7.96,Blood Test
90113497,MMC- Clayton,14,3,21,9.21,7.96,Blood Test
90113883,Casey,11,0,0,6.07,7.96,Blood Test
90115768,Casey,3,0,0,6.07,7.96,Blood Test
90115768,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90115923,Dandenong,5,0,0,6.52,7.96,Blood Test
90116155,Casey,4,0,0,6.07,7.96,Blood Test
90116155,Dandenong,1,0,0,6.52,7.96,Blood Test
90116410,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90117588,Casey,7,3,42,6.07,7.96,Blood Test
90117588,Dandenong,3,0,0,6.52,7.96,Blood Test
90117588,MMC- Clayton,7,3,42,9.21,7.96,Blood Test
90117635,Casey,5,0,0,6.07,7.96,Blood Test
90118204,Dandenong,2,0,0,6.52,7.96,Blood Test
90118416,MMC- Clayton,11,3,27,9.21,7.96,Blood Test
90119011,Dandenong,1,0,0,6.52,7.96,Blood Test
90119011,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
90119071,Casey,3,0,0,6.07,7.96,Blood Test
90119285,MMC- Clayton,8,3,37,9.21,7.96,Blood Test
90119577,MMC- Clayton,43,6,13,9.21,7.96,Blood Test
90119715,Casey,4,0,0,6.07,7.96,Blood Test
90119742,Casey,4,0,0,6.07,7.96,Blood Test
90119742,Dandenong,5,0,0,6.52,7.96,Blood Test
90119823,MMC- Clayton,12,3,25,9.21,7.96,Blood Test
90119848,MMC- Clayton,1,0,0,9.21,7.96,Blood Test
