Treating.Clinician,Hospital,total,target,percentage,hospital_each_average,hospital_all_average,order
90078787,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90078814,Casey,2,0,0,1.97,1.33,Corticosteroids
90078814,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90079400,Casey,1,0,0,1.97,1.33,Corticosteroids
90079546,MMC- Clayton,15,0,0,0.77,1.33,Corticosteroids
90080314,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90080314,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90080745,MMC- Clayton,8,1,12,0.77,1.33,Corticosteroids
90081325,MMC- Clayton,32,0,0,0.77,1.33,Corticosteroids
90081556,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90081588,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90081957,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90081957,MMC- Clayton,14,0,0,0.77,1.33,Corticosteroids
90082317,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90082317,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90082515,Casey,15,2,13,1.97,1.33,Corticosteroids
90082515,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90082524,Casey,2,0,0,1.97,1.33,Corticosteroids
90082606,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90082724,Casey,15,0,0,1.97,1.33,Corticosteroids
90083027,Casey,7,0,0,1.97,1.33,Corticosteroids
90083027,MMC- Clayton,11,0,0,0.77,1.33,Corticosteroids
90083180,Casey,7,0,0,1.97,1.33,Corticosteroids
90083180,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90083199,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90083266,MMC- Clayton,29,0,0,0.77,1.33,Corticosteroids
90085012,Casey,4,0,0,1.97,1.33,Corticosteroids
90085012,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90085043,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90085693,Casey,1,0,0,1.97,1.33,Corticosteroids
90085715,Casey,5,0,0,1.97,1.33,Corticosteroids
90085898,MMC- Clayton,11,0,0,0.77,1.33,Corticosteroids
90086088,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90086136,Casey,24,0,0,1.97,1.33,Corticosteroids
90086232,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90086511,Casey,14,1,7,1.97,1.33,Corticosteroids
90088199,Casey,7,1,14,1.97,1.33,Corticosteroids
90088199,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90089123,Casey,10,0,0,1.97,1.33,Corticosteroids
90089947,Casey,8,0,0,1.97,1.33,Corticosteroids
90089975,Casey,7,0,0,1.97,1.33,Corticosteroids
90090296,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90090681,Casey,8,0,0,1.97,1.33,Corticosteroids
90091034,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90093120,MMC- Clayton,7,0,0,0.77,1.33,Corticosteroids
90093190,Casey,1,0,0,1.97,1.33,Corticosteroids
90093190,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90093516,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90094007,Casey,3,0,0,1.97,1.33,Corticosteroids
90094126,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90094427,MMC- Clayton,15,0,0,0.77,1.33,Corticosteroids
90094829,Casey,2,0,0,1.97,1.33,Corticosteroids
90095252,Casey,5,0,0,1.97,1.33,Corticosteroids
90096616,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90096638,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90097823,Casey,5,0,0,1.97,1.33,Corticosteroids
90097823,Dandenong,7,0,0,2.72,1.33,Corticosteroids
90097823,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90098181,MMC- Clayton,17,0,0,0.77,1.33,Corticosteroids
90098405,Casey,5,0,0,1.97,1.33,Corticosteroids
90098744,MMC- Clayton,23,0,0,0.77,1.33,Corticosteroids
90098753,Casey,7,0,0,1.97,1.33,Corticosteroids
90098792,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90099597,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90099752,Dandenong,6,0,0,2.72,1.33,Corticosteroids
90099752,MMC- Clayton,12,0,0,0.77,1.33,Corticosteroids
90100013,Casey,9,1,11,1.97,1.33,Corticosteroids
90100582,Dandenong,7,0,0,2.72,1.33,Corticosteroids
90100582,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90101121,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90101122,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90101219,Dandenong,2,1,50,2.72,1.33,Corticosteroids
90101274,Casey,24,1,4,1.97,1.33,Corticosteroids
90101274,MMC- Clayton,33,0,0,0.77,1.33,Corticosteroids
90102876,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90102895,Casey,1,0,0,1.97,1.33,Corticosteroids
90102895,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90103211,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90103318,Casey,23,2,8,1.97,1.33,Corticosteroids
90104011,Casey,8,0,0,1.97,1.33,Corticosteroids
90104011,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90104797,Casey,5,0,0,1.97,1.33,Corticosteroids
90104880,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90104983,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90105952,Casey,3,0,0,1.97,1.33,Corticosteroids
90107017,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90107514,MMC- Clayton,18,0,0,0.77,1.33,Corticosteroids
90107765,Dandenong,7,0,0,2.72,1.33,Corticosteroids
90108333,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90109083,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90109179,Casey,2,0,0,1.97,1.33,Corticosteroids
90109179,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90109179,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90109536,Casey,3,0,0,1.97,1.33,Corticosteroids
90110663,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90111201,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90111234,Casey,1,0,0,1.97,1.33,Corticosteroids
90111258,Casey,1,0,0,1.97,1.33,Corticosteroids
90111262,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90111265,Casey,1,0,0,1.97,1.33,Corticosteroids
90111526,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90112083,Casey,3,0,0,1.97,1.33,Corticosteroids
90112361,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90112578,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90113108,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90113108,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90113497,MMC- Clayton,14,0,0,0.77,1.33,Corticosteroids
90113883,Casey,11,0,0,1.97,1.33,Corticosteroids
90115768,Casey,3,0,0,1.97,1.33,Corticosteroids
90115768,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90115923,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90116155,Casey,4,0,0,1.97,1.33,Corticosteroids
90116155,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90116410,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90117588,Casey,7,0,0,1.97,1.33,Corticosteroids
90117588,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90117588,MMC- Clayton,7,0,0,0.77,1.33,Corticosteroids
90117635,Casey,5,0,0,1.97,1.33,Corticosteroids
90118204,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90118416,MMC- Clayton,11,0,0,0.77,1.33,Corticosteroids
90119011,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90119011,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90119071,Casey,3,0,0,1.97,1.33,Corticosteroids
90119285,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90119577,MMC- Clayton,43,1,2,0.77,1.33,Corticosteroids
90119715,Casey,4,0,0,1.97,1.33,Corticosteroids
90119742,Casey,4,0,0,1.97,1.33,Corticosteroids
90119742,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90119823,MMC- Clayton,12,0,0,0.77,1.33,Corticosteroids
90119848,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90119860,Casey,1,0,0,1.97,1.33,Corticosteroids
90119860,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90119901,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90119988,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90119988,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90121871,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90122677,Casey,2,0,0,1.97,1.33,Corticosteroids
90122677,MMC- Clayton,32,0,0,0.77,1.33,Corticosteroids
90123231,Casey,7,0,0,1.97,1.33,Corticosteroids
90123234,Casey,1,0,0,1.97,1.33,Corticosteroids
90123243,Casey,3,0,0,1.97,1.33,Corticosteroids
90123249,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90123255,Casey,3,0,0,1.97,1.33,Corticosteroids
90123258,Casey,3,0,0,1.97,1.33,Corticosteroids
90123261,Casey,3,0,0,1.97,1.33,Corticosteroids
90123262,Casey,8,0,0,1.97,1.33,Corticosteroids
90123265,Casey,5,0,0,1.97,1.33,Corticosteroids
90123274,Casey,5,0,0,1.97,1.33,Corticosteroids
90123274,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90123284,Casey,4,0,0,1.97,1.33,Corticosteroids
90123295,Casey,1,0,0,1.97,1.33,Corticosteroids
90123296,Casey,3,0,0,1.97,1.33,Corticosteroids
90123301,Casey,4,0,0,1.97,1.33,Corticosteroids
90123309,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90123323,Casey,4,0,0,1.97,1.33,Corticosteroids
90123332,Casey,1,0,0,1.97,1.33,Corticosteroids
90123339,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90123339,MMC- Clayton,16,0,0,0.77,1.33,Corticosteroids
90124199,Casey,5,0,0,1.97,1.33,Corticosteroids
90124202,Casey,8,0,0,1.97,1.33,Corticosteroids
90124202,Dandenong,7,1,14,2.72,1.33,Corticosteroids
90124438,Casey,14,0,0,1.97,1.33,Corticosteroids
90124438,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90124438,MMC- Clayton,21,0,0,0.77,1.33,Corticosteroids
90124439,Casey,10,0,0,1.97,1.33,Corticosteroids
90124439,Dandenong,4,1,25,2.72,1.33,Corticosteroids
90124440,Casey,26,0,0,1.97,1.33,Corticosteroids
90124441,Casey,7,0,0,1.97,1.33,Corticosteroids
90124443,Casey,3,1,33,1.97,1.33,Corticosteroids
90124445,Casey,6,0,0,1.97,1.33,Corticosteroids
90124446,Casey,6,1,16,1.97,1.33,Corticosteroids
90124446,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90124447,Casey,7,0,0,1.97,1.33,Corticosteroids
90124447,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90124449,Casey,2,0,0,1.97,1.33,Corticosteroids
90124449,Dandenong,10,0,0,2.72,1.33,Corticosteroids
90124459,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90124476,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90124487,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90124491,Casey,5,0,0,1.97,1.33,Corticosteroids
90124492,MMC- Clayton,3,1,33,0.77,1.33,Corticosteroids
90124499,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90124502,Casey,5,0,0,1.97,1.33,Corticosteroids
90124502,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90124505,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90124508,Casey,11,0,0,1.97,1.33,Corticosteroids
90124515,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90124517,Dandenong,4,0,0,2.72,1.33,Corticosteroids
90124517,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90124523,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90124524,MMC- Clayton,11,0,0,0.77,1.33,Corticosteroids
90124526,MMC- Clayton,19,0,0,0.77,1.33,Corticosteroids
90124539,Casey,1,0,0,1.97,1.33,Corticosteroids
90124543,Casey,2,0,0,1.97,1.33,Corticosteroids
90124543,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90124546,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90124552,Casey,2,0,0,1.97,1.33,Corticosteroids
90124561,Dandenong,6,0,0,2.72,1.33,Corticosteroids
90124561,MMC- Clayton,9,0,0,0.77,1.33,Corticosteroids
90124563,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90124565,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90124570,Casey,2,0,0,1.97,1.33,Corticosteroids
90124570,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90124574,Casey,7,0,0,1.97,1.33,Corticosteroids
90124585,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90124609,MMC- Clayton,24,0,0,0.77,1.33,Corticosteroids
90124612,Casey,5,0,0,1.97,1.33,Corticosteroids
90124621,MMC- Clayton,24,0,0,0.77,1.33,Corticosteroids
90124633,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90124637,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90124642,Casey,11,0,0,1.97,1.33,Corticosteroids
90124682,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90124698,MMC- Clayton,14,1,7,0.77,1.33,Corticosteroids
90124936,Casey,5,0,0,1.97,1.33,Corticosteroids
90124939,Casey,1,0,0,1.97,1.33,Corticosteroids
90127293,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90127515,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90132167,Casey,29,0,0,1.97,1.33,Corticosteroids
90135325,Casey,12,1,8,1.97,1.33,Corticosteroids
90136838,MMC- Clayton,17,0,0,0.77,1.33,Corticosteroids
90136845,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90136849,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90136850,MMC- Clayton,16,0,0,0.77,1.33,Corticosteroids
90137181,Casey,1,0,0,1.97,1.33,Corticosteroids
90137813,Casey,19,0,0,1.97,1.33,Corticosteroids
90137813,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90138704,MMC- Clayton,9,0,0,0.77,1.33,Corticosteroids
90138705,MMC- Clayton,9,1,11,0.77,1.33,Corticosteroids
90139416,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90140200,Casey,3,0,0,1.97,1.33,Corticosteroids
90140978,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90141465,Casey,3,1,33,1.97,1.33,Corticosteroids
90141884,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90142519,MMC- Clayton,22,0,0,0.77,1.33,Corticosteroids
90142803,Casey,2,0,0,1.97,1.33,Corticosteroids
90142812,Casey,3,0,0,1.97,1.33,Corticosteroids
90142824,MMC- Clayton,8,0,0,0.77,1.33,Corticosteroids
90142827,Casey,6,0,0,1.97,1.33,Corticosteroids
90142841,Casey,7,1,14,1.97,1.33,Corticosteroids
90142841,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90142861,Casey,1,0,0,1.97,1.33,Corticosteroids
90142863,Casey,1,0,0,1.97,1.33,Corticosteroids
90142876,Casey,1,0,0,1.97,1.33,Corticosteroids
90142879,Casey,1,0,0,1.97,1.33,Corticosteroids
90144220,Casey,4,0,0,1.97,1.33,Corticosteroids
90144405,MMC- Clayton,39,0,0,0.77,1.33,Corticosteroids
90144435,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90144443,MMC- Clayton,20,1,5,0.77,1.33,Corticosteroids
90144606,Casey,1,0,0,1.97,1.33,Corticosteroids
90144607,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90144627,Dandenong,5,0,0,2.72,1.33,Corticosteroids
90144629,Casey,28,0,0,1.97,1.33,Corticosteroids
90144646,Casey,8,0,0,1.97,1.33,Corticosteroids
90144736,MMC- Clayton,13,0,0,0.77,1.33,Corticosteroids
90144754,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90144787,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90144872,Casey,30,0,0,1.97,1.33,Corticosteroids
90144878,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90144901,MMC- Clayton,13,0,0,0.77,1.33,Corticosteroids
90144911,MMC- Clayton,5,1,20,0.77,1.33,Corticosteroids
90144933,Casey,7,0,0,1.97,1.33,Corticosteroids
90144951,Casey,7,1,14,1.97,1.33,Corticosteroids
90145024,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90145085,MMC- Clayton,12,0,0,0.77,1.33,Corticosteroids
90145086,MMC- Clayton,30,0,0,0.77,1.33,Corticosteroids
90145198,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90145218,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90145257,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90145261,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90145292,Casey,1,0,0,1.97,1.33,Corticosteroids
90145292,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90145296,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90145323,Casey,2,0,0,1.97,1.33,Corticosteroids
90145385,Casey,5,0,0,1.97,1.33,Corticosteroids
90145390,MMC- Clayton,16,0,0,0.77,1.33,Corticosteroids
90145408,Casey,3,0,0,1.97,1.33,Corticosteroids
90145408,MMC- Clayton,10,0,0,0.77,1.33,Corticosteroids
90145457,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90145469,Dandenong,5,1,20,2.72,1.33,Corticosteroids
90145507,Casey,1,0,0,1.97,1.33,Corticosteroids
90145525,Casey,5,0,0,1.97,1.33,Corticosteroids
90145549,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90145738,MMC- Clayton,12,0,0,0.77,1.33,Corticosteroids
90145741,Casey,5,0,0,1.97,1.33,Corticosteroids
90145754,MMC- Clayton,6,0,0,0.77,1.33,Corticosteroids
90145901,Casey,31,0,0,1.97,1.33,Corticosteroids
90145901,MMC- Clayton,37,0,0,0.77,1.33,Corticosteroids
90146246,Casey,2,0,0,1.97,1.33,Corticosteroids
90146286,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90146286,MMC- Clayton,18,0,0,0.77,1.33,Corticosteroids
90148355,Casey,5,0,0,1.97,1.33,Corticosteroids
90148355,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90148374,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90148809,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90149605,MMC- Clayton,9,0,0,0.77,1.33,Corticosteroids
90150180,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90152266,Casey,2,0,0,1.97,1.33,Corticosteroids
90152983,Casey,1,0,0,1.97,1.33,Corticosteroids
90153189,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90153195,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90153760,Casey,6,0,0,1.97,1.33,Corticosteroids
90154175,Casey,6,0,0,1.97,1.33,Corticosteroids
90154175,MMC- Clayton,13,0,0,0.77,1.33,Corticosteroids
90154371,Dandenong,5,1,20,2.72,1.33,Corticosteroids
90154449,Casey,2,0,0,1.97,1.33,Corticosteroids
90155188,MMC- Clayton,12,0,0,0.77,1.33,Corticosteroids
90155200,MMC- Clayton,20,0,0,0.77,1.33,Corticosteroids
90156769,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90157612,MMC- Clayton,19,0,0,0.77,1.33,Corticosteroids
90159236,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90160332,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90160353,Casey,2,0,0,1.97,1.33,Corticosteroids
90160501,MMC- Clayton,4,0,0,0.77,1.33,Corticosteroids
90160513,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90160621,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90160622,Casey,1,0,0,1.97,1.33,Corticosteroids
90160636,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90160647,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90160650,Dandenong,3,0,0,2.72,1.33,Corticosteroids
90160655,Casey,1,0,0,1.97,1.33,Corticosteroids
90160699,MMC- Clayton,3,0,0,0.77,1.33,Corticosteroids
90160968,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90161039,MMC- Clayton,21,0,0,0.77,1.33,Corticosteroids
90161091,MMC- Clayton,17,0,0,0.77,1.33,Corticosteroids
90161096,Casey,4,0,0,1.97,1.33,Corticosteroids
90161173,Casey,2,0,0,1.97,1.33,Corticosteroids
90161185,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90161376,MMC- Clayton,1,0,0,0.77,1.33,Corticosteroids
90161873,MMC- Clayton,19,0,0,0.77,1.33,Corticosteroids
90161944,Casey,4,0,0,1.97,1.33,Corticosteroids
90162065,Casey,17,2,11,1.97,1.33,Corticosteroids
90162077,MMC- Clayton,11,1,9,0.77,1.33,Corticosteroids
90162078,MMC- Clayton,13,0,0,0.77,1.33,Corticosteroids
90162079,MMC- Clayton,31,0,0,0.77,1.33,Corticosteroids
90162080,MMC- Clayton,5,0,0,0.77,1.33,Corticosteroids
90162081,MMC- Clayton,41,0,0,0.77,1.33,Corticosteroids
90162082,Casey,8,0,0,1.97,1.33,Corticosteroids
90162082,MMC- Clayton,9,0,0,0.77,1.33,Corticosteroids
90162251,MMC- Clayton,33,0,0,0.77,1.33,Corticosteroids
90162252,MMC- Clayton,27,0,0,0.77,1.33,Corticosteroids
90162330,MMC- Clayton,14,0,0,0.77,1.33,Corticosteroids
90162599,MMC- Clayton,37,0,0,0.77,1.33,Corticosteroids
90162759,MMC- Clayton,20,0,0,0.77,1.33,Corticosteroids
90162770,Casey,7,0,0,1.97,1.33,Corticosteroids
90162772,Dandenong,1,0,0,2.72,1.33,Corticosteroids
90162832,Casey,1,0,0,1.97,1.33,Corticosteroids
90162880,Casey,4,0,0,1.97,1.33,Corticosteroids
90162896,MMC- Clayton,13,1,7,0.77,1.33,Corticosteroids
90162925,Casey,17,0,0,1.97,1.33,Corticosteroids
90162953,Casey,2,0,0,1.97,1.33,Corticosteroids
90163243,Casey,4,0,0,1.97,1.33,Corticosteroids
90164074,Casey,1,0,0,1.97,1.33,Corticosteroids
90164142,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90164194,Casey,1,0,0,1.97,1.33,Corticosteroids
90164305,Casey,8,0,0,1.97,1.33,Corticosteroids
90165262,MMC- Clayton,16,0,0,0.77,1.33,Corticosteroids
90165844,Dandenong,2,0,0,2.72,1.33,Corticosteroids
90166103,MMC- Clayton,7,1,14,0.77,1.33,Corticosteroids
90166170,MMC- Clayton,13,0,0,0.77,1.33,Corticosteroids
90166333,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90166347,MMC- Clayton,2,0,0,0.77,1.33,Corticosteroids
90000541,Casey,3,1,33,4.79,3.17,Salbutamol
90000541,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90000926,Casey,3,0,0,4.79,3.17,Salbutamol
90000999,Casey,1,0,0,4.79,3.17,Salbutamol
90001224,MMC- Clayton,28,0,0,1.94,3.17,Salbutamol
90001660,Casey,2,0,0,4.79,3.17,Salbutamol
90002178,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90002772,Dandenong,6,0,0,5.43,3.17,Salbutamol
90002776,Casey,7,0,0,4.79,3.17,Salbutamol
90002776,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90003149,Casey,2,0,0,4.79,3.17,Salbutamol
90003195,Casey,2,0,0,4.79,3.17,Salbutamol
90003244,Casey,4,0,0,4.79,3.17,Salbutamol
90003263,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90003309,Casey,1,0,0,4.79,3.17,Salbutamol
90003338,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90003440,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90003645,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90003721,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90003723,MMC- Clayton,1,1,100,1.94,3.17,Salbutamol
90003827,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90003932,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90003943,Dandenong,2,0,0,5.43,3.17,Salbutamol
90004008,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90004171,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90004178,Casey,1,0,0,4.79,3.17,Salbutamol
90004253,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90004289,Dandenong,1,0,0,5.43,3.17,Salbutamol
90004510,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90004628,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90004908,MMC- Clayton,1,1,100,1.94,3.17,Salbutamol
90005005,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90005028,Casey,1,0,0,4.79,3.17,Salbutamol
90005035,Dandenong,2,0,0,5.43,3.17,Salbutamol
90005109,Casey,5,0,0,4.79,3.17,Salbutamol
90005353,Casey,1,0,0,4.79,3.17,Salbutamol
90005369,Casey,7,0,0,4.79,3.17,Salbutamol
90005703,MMC- Clayton,1,0,0,1.94,3.17,Salbutamol
90006510,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
90007275,Casey,4,1,25,4.79,3.17,Salbutamol
90007275,Dandenong,9,1,11,5.43,3.17,Salbutamol
90007788,Casey,1,0,0,4.79,3.17,Salbutamol
90008018,Casey,9,0,0,4.79,3.17,Salbutamol
90008396,MMC- Clayton,10,0,0,1.94,3.17,Salbutamol
90008672,Dandenong,8,0,0,5.43,3.17,Salbutamol
90009738,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90010158,MMC- Clayton,8,0,0,1.94,3.17,Salbutamol
90010636,MMC- Clayton,22,0,0,1.94,3.17,Salbutamol
90010720,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90011578,Casey,15,0,0,4.79,3.17,Salbutamol
90013598,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90013837,MMC- Clayton,28,0,0,1.94,3.17,Salbutamol
90013900,Casey,5,0,0,4.79,3.17,Salbutamol
90013900,Dandenong,1,0,0,5.43,3.17,Salbutamol
90014727,Casey,2,0,0,4.79,3.17,Salbutamol
90014902,MMC- Clayton,20,1,5,1.94,3.17,Salbutamol
90015608,Casey,1,0,0,4.79,3.17,Salbutamol
90015608,Dandenong,6,0,0,5.43,3.17,Salbutamol
90015608,MMC- Clayton,20,0,0,1.94,3.17,Salbutamol
90015746,Dandenong,1,0,0,5.43,3.17,Salbutamol
90015901,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90016143,Dandenong,1,0,0,5.43,3.17,Salbutamol
90018068,Casey,5,1,20,4.79,3.17,Salbutamol
90018068,MMC- Clayton,2,0,0,1.94,3.17,Salbutamol
90018863,Casey,13,0,0,4.79,3.17,Salbutamol
90018863,MMC- Clayton,4,0,0,1.94,3.17,Salbutamol
90019764,MMC- Clayton,5,0,0,1.94,3.17,Salbutamol
90020817,Dandenong,8,0,0,5.43,3.17,Salbutamol
90020817,MMC- Clayton,3,0,0,1.94,3.17,Salbutamol
